article_id,from_user_raw_id,nusers,ntweets,gini,tweet_raw_id,in_reply_to_screen_name,from_screen_name,n_of_reply
738099,30903741,1634,5128,0.6518993807487917,831085285098151936,RT_com,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,808689351001444352,SteelCherry,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,837229970749468673,NOWARFORISRAEL,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,814544372280606720,JoneveMcCormick,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,820798351465549824,paulmurff,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,819984053453537280,lewrockwell,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,758126264293076993,NBCLA,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,824964865282367494,Remroum,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,744338558777851906,nytimes,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,828843130065555456,EJKucinich,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,741528263986581504,jzak6488,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,833194748416364544,Bilowski23,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,825850779047063552,DHSgov,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,750490459357589504,BBCr4today,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,819662855863574529,haniefhaider,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,823599945206927360,MLKstudios,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,775006434786365441,Smeggypants,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,749032013508653060,ColMorrisDavis,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,819021666671947776,NOWARFORISRAEL,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,781529893850886144,PDChina,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,775243150407430144,coastx,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,813596196283396096,FoxNews,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,831072327488008193,NOWARFORISRAEL,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,770682725565014017,timkaine,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,749053626870484992,toplinepress,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,790730678279168000,mtracey,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,838995327021527040,NoirMJ,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,821878836031680512,wisermann,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,781547841751658496,DoctorFluxx,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,734402017641254913,JustinRaimondo,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,819715767369273344,OregonGovBrown,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,774883071862505472,UWMadison,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,765784051244527616,OccPalGaza,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,780230264437903362,60Minutes,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,835621579794980864,FeltonGreg,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,803772124791873536,wisermann,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,774108481221562368,CharlesMBlow,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,835569777946943488,RealFKNNews,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,830658097450409985,PeterPyke,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,790729918912921601,mtracey,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,835648897926103040,RealFKNNews,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,770070780210192386,74f5c728e7d446d,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,740251919835267072,Smeggypants,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,787484542755930112,Freedland,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,832699580957405184,SoniaKatiMota,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,761631717576757248,MuslimIQ,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,750155140137492482,HaroldItz,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,790732965206630400,RussiaConnects,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,826231178231373824,JackPosobiec,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,780288752245612544,60Minutes,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,734453254357032962,WayneLambright,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,780637432320438272,boris1488k,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,745063700512415744,mutex7,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,788170231533281280,cwpontwit,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,750152739749933056,Bipartisanism,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,820095405627084800,swilkinsonbc,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,788454843685801984,dodadances,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,833071570926985217,Jamie83107302,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,825897222491365377,TulsiPress,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,742412608704106500,StefanMolyneux,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,836494455439937536,votevets,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,761306670207160320,mariamtayob,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,775010075014369280,janekleeb,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,825807946252636160,NicholsUprising,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,818932084450410497,ETFGodfather,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,808148884736249856,JoneveMcCormick,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,737435869464788993,WorldForBernie,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,809929202015281152,Anamcara2015,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,755863069578760192,TulsiPress,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,818514545895346181,catoletters,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,830644214442504193,RepPress,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,804039205009518592,O_Gaballa,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,781532117222043648,sorensen_ao,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,811642841650737156,Euro148155565,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,791392373569761280,webwildink,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,812830993321062401,benabyad,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,733875019349008384,daz9162,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,810237453210701828,FeltonGreg,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,774887330154897408,Harryslaststand,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,780451650536296448,Smeggypants,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,744218273718243328,CNN,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,748259727272906752,MWJ1231,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,826703398414151680,RK5Singh,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,803886541919555584,NOWARFORISRAEL,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,826674740840394752,JoshBakerTV,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,819011541706018816,NOWARFORISRAEL,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,838249774348288000,cynthiamckinney,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,819649368542150656,EmmaSlomski,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,753335608701956097,brianstelter,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,774891139711115264,FeltonGreg,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,788063167238680576,JoneveMcCormick,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,844071881279860737,NOWARFORISRAEL,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,815354602480537600,YoniFalic,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,816890225133633536,AFCboston,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,753751910381871108,cnnbrk,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,821879505652285441,palestininianpr,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,742122002878627840,whomejenjen,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,804948084316774400,Jamie83107302,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,737412976009875457,BillKristol,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,808560344335458304,NOWARFORISRAEL,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,761260401829023744,TIME,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,817869246109618176,MLKstudios,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,817283082835197952,MichaelDelauzon,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,835914327446040576,Lrihendry,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,769013101576482820,wisermann,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,737461904898023424,mrjjd,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,741816873545666560,goodtryfb666,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,753005291986452482,gorop_,wisermann,1752
738099,30903741,1634,5128,0.6518993807487917,780446521309278208,wisermann,wisermann,1752
