id,created_at
3963304,2016-08-28 21:58:59
3963309,2016-08-28 21:59:05
3963314,2016-08-28 21:59:14
3963321,2016-08-28 21:59:21
3963328,2016-08-28 21:59:28
3963330,2016-08-28 21:59:35
3963339,2016-08-28 21:59:47
3963349,2016-08-28 21:59:54
3963356,2016-08-28 22:00:05
3963365,2016-08-28 22:00:14
3963371,2016-08-28 22:00:20
3963376,2016-08-28 22:00:26
3963383,2016-08-28 22:00:34
3963391,2016-08-28 22:00:42
3963405,2016-08-28 22:00:59
3963411,2016-08-28 22:01:08
3963415,2016-08-28 22:01:14
3963420,2016-08-28 22:01:22
3963439,2016-08-28 22:01:57
3963455,2016-08-28 22:02:15
3963460,2016-08-28 22:02:23
3963465,2016-08-28 22:02:31
3963470,2016-08-28 22:02:43
3964278,2016-08-28 22:22:54
3964310,2016-08-28 22:23:40
3964334,2016-08-28 22:24:08
3964345,2016-08-28 22:24:22
3964358,2016-08-28 22:24:34
3964365,2016-08-28 22:24:44
3964369,2016-08-28 22:24:55
3964373,2016-08-28 22:25:04
3964385,2016-08-28 22:25:19
3964387,2016-08-28 22:25:30
3986394,2016-08-29 12:45:22
3986578,2016-08-29 12:49:49
3986594,2016-08-29 12:50:32
3986599,2016-08-29 12:50:40
3986687,2016-08-29 12:53:10
3986695,2016-08-29 12:53:17
3986752,2016-08-29 12:55:01
3986757,2016-08-29 12:55:07
4038849,2016-08-30 10:28:59
4038857,2016-08-30 10:29:16
4040624,2016-08-30 11:38:40
4040683,2016-08-30 11:41:11
4041026,2016-08-30 11:53:35
4041055,2016-08-30 11:54:46
4041064,2016-08-30 11:55:03
4041075,2016-08-30 11:55:27
4041108,2016-08-30 11:56:24
4041125,2016-08-30 11:57:11
4041144,2016-08-30 11:57:44
4041177,2016-08-30 11:58:54
4041630,2016-08-30 12:13:58
4042639,2016-08-30 12:39:21
4043705,2016-08-30 13:06:07
4043739,2016-08-30 13:06:54
4044149,2016-08-30 13:17:17
4044244,2016-08-30 13:19:19
4045867,2016-08-30 13:55:00
4046046,2016-08-30 13:59:10
4046458,2016-08-30 14:08:10
4046472,2016-08-30 14:08:22
4046508,2016-08-30 14:09:11
4046521,2016-08-30 14:09:26
4046525,2016-08-30 14:09:33
4049076,2016-08-30 15:08:15
4049395,2016-08-30 15:16:04
4049516,2016-08-30 15:17:59
4086143,2016-08-31 08:39:25
4086191,2016-08-31 08:42:50
4087618,2016-08-31 09:48:32
4139726,2016-09-01 11:52:30
4139837,2016-09-01 11:56:04
4141773,2016-09-01 12:53:47
4141832,2016-09-01 12:56:07
4154296,2016-09-01 17:19:27
4154351,2016-09-01 17:19:55
4154403,2016-09-01 17:20:30
4154436,2016-09-01 17:20:41
4154607,2016-09-01 17:22:11
4154626,2016-09-01 17:22:19
4154649,2016-09-01 17:22:37
4154668,2016-09-01 17:22:53
4154690,2016-09-01 17:23:06
4154761,2016-09-01 17:23:56
4154778,2016-09-01 17:24:10
4154788,2016-09-01 17:24:18
4154872,2016-09-01 17:25:25
4170130,2016-09-01 20:39:08
4170263,2016-09-01 20:40:40
4170311,2016-09-01 20:41:15
4170756,2016-09-01 20:47:28
4170775,2016-09-01 20:47:39
4170782,2016-09-01 20:47:45
4170806,2016-09-01 20:48:06
4170814,2016-09-01 20:48:15
4170823,2016-09-01 20:48:23
4170890,2016-09-01 20:49:26
4171031,2016-09-01 20:51:43
4171181,2016-09-01 20:53:49
4171255,2016-09-01 20:55:05
4171282,2016-09-01 20:55:31
4171299,2016-09-01 20:55:47
4172055,2016-09-01 21:07:56
4172079,2016-09-01 21:08:22
4175319,2016-09-01 22:00:01
4175621,2016-09-01 22:05:03
4188740,2016-09-02 02:23:30
4198812,2016-09-02 10:21:40
4198829,2016-09-02 10:22:10
4204464,2016-09-02 13:20:04
4204491,2016-09-02 13:20:52
4204499,2016-09-02 13:21:06
4204510,2016-09-02 13:21:34
4204515,2016-09-02 13:21:42
4204527,2016-09-02 13:22:03
4204531,2016-09-02 13:22:12
4204537,2016-09-02 13:22:21
4204546,2016-09-02 13:22:33
4204555,2016-09-02 13:22:46
4204562,2016-09-02 13:22:58
4204568,2016-09-02 13:23:06
4204579,2016-09-02 13:23:16
4204587,2016-09-02 13:23:28
4204596,2016-09-02 13:23:38
4204605,2016-09-02 13:23:53
4204610,2016-09-02 13:24:03
4204613,2016-09-02 13:24:19
4204626,2016-09-02 13:24:39
4204635,2016-09-02 13:24:55
4204638,2016-09-02 13:25:04
4204653,2016-09-02 13:25:21
4204664,2016-09-02 13:25:35
4204672,2016-09-02 13:25:45
4204688,2016-09-02 13:26:05
4204698,2016-09-02 13:26:20
4204707,2016-09-02 13:26:30
4204720,2016-09-02 13:26:44
4204725,2016-09-02 13:26:54
4204730,2016-09-02 13:27:06
4204743,2016-09-02 13:27:35
4204752,2016-09-02 13:27:47
4204758,2016-09-02 13:27:58
4204766,2016-09-02 13:28:12
4204788,2016-09-02 13:28:49
4204839,2016-09-02 13:30:34
4204843,2016-09-02 13:30:38
4204847,2016-09-02 13:30:49
4204866,2016-09-02 13:31:31
4204926,2016-09-02 13:33:08
4204953,2016-09-02 13:33:43
4204967,2016-09-02 13:34:12
4204982,2016-09-02 13:34:32
4204989,2016-09-02 13:34:53
4204996,2016-09-02 13:35:08
4205023,2016-09-02 13:36:02
4205038,2016-09-02 13:36:41
4205054,2016-09-02 13:37:09
4205079,2016-09-02 13:37:46
4205101,2016-09-02 13:38:20
4205115,2016-09-02 13:38:49
4205130,2016-09-02 13:39:12
4205135,2016-09-02 13:39:28
4205153,2016-09-02 13:39:52
4205168,2016-09-02 13:40:15
4205173,2016-09-02 13:40:28
4205188,2016-09-02 13:41:03
4205196,2016-09-02 13:41:17
4205202,2016-09-02 13:41:33
4205214,2016-09-02 13:42:00
4205249,2016-09-02 13:42:55
4205260,2016-09-02 13:43:14
4205537,2016-09-02 13:49:46
4205557,2016-09-02 13:50:19
4205561,2016-09-02 13:50:31
4205615,2016-09-02 13:52:03
4205624,2016-09-02 13:52:19
4205641,2016-09-02 13:52:42
4205664,2016-09-02 13:53:18
4205678,2016-09-02 13:53:44
4205686,2016-09-02 13:54:03
4205714,2016-09-02 13:54:32
4205730,2016-09-02 13:54:58
4205745,2016-09-02 13:55:25
4205761,2016-09-02 13:55:51
4205780,2016-09-02 13:56:10
4205792,2016-09-02 13:56:29
4205806,2016-09-02 13:56:48
4205827,2016-09-02 13:57:10
4205890,2016-09-02 13:59:05
4205908,2016-09-02 13:59:44
4205914,2016-09-02 14:00:12
4205933,2016-09-02 14:00:38
4205941,2016-09-02 14:01:01
4205976,2016-09-02 14:01:47
4205991,2016-09-02 14:02:11
4206004,2016-09-02 14:02:33
4206028,2016-09-02 14:03:07
4206043,2016-09-02 14:03:31
4206054,2016-09-02 14:03:44
4206136,2016-09-02 14:05:49
4206151,2016-09-02 14:06:17
4206163,2016-09-02 14:06:37
4206174,2016-09-02 14:06:55
4206190,2016-09-02 14:07:18
4206203,2016-09-02 14:07:41
4206211,2016-09-02 14:07:53
4206223,2016-09-02 14:08:16
4206231,2016-09-02 14:08:31
4206238,2016-09-02 14:08:46
4206249,2016-09-02 14:09:04
4206256,2016-09-02 14:09:16
4206290,2016-09-02 14:10:04
4206301,2016-09-02 14:10:24
4206316,2016-09-02 14:10:43
4206324,2016-09-02 14:11:07
4206340,2016-09-02 14:11:26
4206357,2016-09-02 14:11:51
4206373,2016-09-02 14:12:18
4206411,2016-09-02 14:13:20
4206524,2016-09-02 14:16:22
4206554,2016-09-02 14:17:09
4206591,2016-09-02 14:18:02
4206613,2016-09-02 14:18:38
4206620,2016-09-02 14:18:52
4206637,2016-09-02 14:19:21
4206659,2016-09-02 14:19:52
4206677,2016-09-02 14:20:18
4206711,2016-09-02 14:20:52
4206738,2016-09-02 14:21:12
4206751,2016-09-02 14:21:31
4206813,2016-09-02 14:22:45
4206834,2016-09-02 14:23:27
4206843,2016-09-02 14:23:39
4206871,2016-09-02 14:24:24
4206911,2016-09-02 14:25:12
4206929,2016-09-02 14:25:43
4206948,2016-09-02 14:26:11
4206961,2016-09-02 14:26:30
4206973,2016-09-02 14:26:43
4207000,2016-09-02 14:27:10
4207028,2016-09-02 14:27:55
4207045,2016-09-02 14:28:21
4207063,2016-09-02 14:28:49
4207071,2016-09-02 14:29:00
4207085,2016-09-02 14:29:21
4207101,2016-09-02 14:29:43
4207115,2016-09-02 14:29:58
4207163,2016-09-02 14:31:02
4207177,2016-09-02 14:31:17
4207197,2016-09-02 14:31:46
4207212,2016-09-02 14:32:03
4207227,2016-09-02 14:32:14
4207290,2016-09-02 14:33:41
4207332,2016-09-02 14:34:30
4207348,2016-09-02 14:34:46
4207356,2016-09-02 14:35:09
4207385,2016-09-02 14:35:47
4207401,2016-09-02 14:36:13
4207410,2016-09-02 14:36:34
4207417,2016-09-02 14:36:44
4207455,2016-09-02 14:37:21
4207492,2016-09-02 14:38:07
4207512,2016-09-02 14:38:42
4207532,2016-09-02 14:39:15
4207551,2016-09-02 14:39:39
4207568,2016-09-02 14:40:04
4207574,2016-09-02 14:40:19
4207589,2016-09-02 14:40:32
4207607,2016-09-02 14:40:56
4207629,2016-09-02 14:41:26
4207648,2016-09-02 14:42:02
4207670,2016-09-02 14:42:35
4207690,2016-09-02 14:43:07
4207723,2016-09-02 14:43:43
4207763,2016-09-02 14:44:41
4207822,2016-09-02 14:45:42
4207840,2016-09-02 14:46:12
4207861,2016-09-02 14:46:41
4207878,2016-09-02 14:47:04
4207905,2016-09-02 14:47:35
4207921,2016-09-02 14:47:55
4207950,2016-09-02 14:48:16
4207960,2016-09-02 14:48:30
4207974,2016-09-02 14:48:50
4207990,2016-09-02 14:49:13
4208004,2016-09-02 14:49:31
4208018,2016-09-02 14:49:55
4208028,2016-09-02 14:50:06
4208044,2016-09-02 14:50:31
4208059,2016-09-02 14:50:47
4208073,2016-09-02 14:51:27
4208080,2016-09-02 14:51:38
4208106,2016-09-02 14:52:13
4208132,2016-09-02 14:52:47
4208144,2016-09-02 14:53:11
4208163,2016-09-02 14:53:37
4208171,2016-09-02 14:53:48
4208187,2016-09-02 14:54:01
4208199,2016-09-02 14:54:15
4208216,2016-09-02 14:54:51
4208224,2016-09-02 14:55:12
4208232,2016-09-02 14:55:27
4208248,2016-09-02 14:55:49
4208274,2016-09-02 14:56:27
4208579,2016-09-02 15:04:08
4208593,2016-09-02 15:04:23
4208602,2016-09-02 15:04:41
4208623,2016-09-02 15:05:18
4208644,2016-09-02 15:05:41
4208668,2016-09-02 15:06:11
4208679,2016-09-02 15:06:24
4208694,2016-09-02 15:06:47
4208705,2016-09-02 15:06:57
4208714,2016-09-02 15:07:12
4208726,2016-09-02 15:07:30
4208746,2016-09-02 15:08:06
4208761,2016-09-02 15:08:36
4208830,2016-09-02 15:10:17
4208852,2016-09-02 15:10:48
4208857,2016-09-02 15:11:02
4208883,2016-09-02 15:11:44
4208891,2016-09-02 15:12:03
4208904,2016-09-02 15:12:28
4208913,2016-09-02 15:12:39
4208926,2016-09-02 15:12:57
4208935,2016-09-02 15:13:12
4208942,2016-09-02 15:13:29
4208968,2016-09-02 15:13:50
4208998,2016-09-02 15:14:40
4209005,2016-09-02 15:14:55
4209014,2016-09-02 15:15:08
4209046,2016-09-02 15:15:50
4209093,2016-09-02 15:17:04
4209123,2016-09-02 15:17:53
4209142,2016-09-02 15:18:22
4209157,2016-09-02 15:18:39
4209177,2016-09-02 15:19:03
4209200,2016-09-02 15:19:28
4209213,2016-09-02 15:19:44
4209229,2016-09-02 15:20:10
4209243,2016-09-02 15:20:36
4209263,2016-09-02 15:21:09
4209273,2016-09-02 15:21:25
4209285,2016-09-02 15:21:39
4209316,2016-09-02 15:22:16
4209322,2016-09-02 15:22:34
4209338,2016-09-02 15:22:54
4209351,2016-09-02 15:23:16
4209419,2016-09-02 15:24:54
4209438,2016-09-02 15:25:19
4209447,2016-09-02 15:25:33
4209458,2016-09-02 15:25:48
4209473,2016-09-02 15:26:11
4209493,2016-09-02 15:26:42
4209504,2016-09-02 15:26:55
4209602,2016-09-02 15:29:02
4209612,2016-09-02 15:29:27
4209629,2016-09-02 15:29:42
4209650,2016-09-02 15:30:04
4209659,2016-09-02 15:30:20
4209678,2016-09-02 15:30:45
4209691,2016-09-02 15:31:11
4209700,2016-09-02 15:31:27
4209713,2016-09-02 15:31:47
4209726,2016-09-02 15:32:04
4209734,2016-09-02 15:32:18
4209745,2016-09-02 15:32:33
4209763,2016-09-02 15:32:55
4209772,2016-09-02 15:33:08
4209793,2016-09-02 15:33:36
4209818,2016-09-02 15:34:08
4209831,2016-09-02 15:34:27
4209850,2016-09-02 15:34:54
4209873,2016-09-02 15:35:16
4209890,2016-09-02 15:35:47
4209915,2016-09-02 15:36:19
4210097,2016-09-02 15:40:24
4210115,2016-09-02 15:40:44
4217905,2016-09-02 18:34:15
4219912,2016-09-02 19:18:13
4289154,2016-09-04 15:08:44
4289156,2016-09-04 15:08:47
4289157,2016-09-04 15:08:49
4289163,2016-09-04 15:09:14
4289165,2016-09-04 15:09:20
4289166,2016-09-04 15:09:23
4289168,2016-09-04 15:09:27
4289178,2016-09-04 15:10:03
4289180,2016-09-04 15:10:06
4289181,2016-09-04 15:10:11
4289183,2016-09-04 15:10:14
4289184,2016-09-04 15:10:17
4289195,2016-09-04 15:10:40
4289196,2016-09-04 15:10:42
4289197,2016-09-04 15:10:46
4289202,2016-09-04 15:10:50
4289306,2016-09-04 15:16:08
4289308,2016-09-04 15:16:10
4289309,2016-09-04 15:16:13
4289311,2016-09-04 15:16:15
4289313,2016-09-04 15:16:17
4289316,2016-09-04 15:16:19
4369358,2016-09-06 09:59:05
4374141,2016-09-06 12:51:02
4399917,2016-09-06 22:17:51
4399942,2016-09-06 22:18:15
4399954,2016-09-06 22:18:38
4399976,2016-09-06 22:19:11
4399990,2016-09-06 22:19:30
4400004,2016-09-06 22:19:54
4400025,2016-09-06 22:20:18
4400036,2016-09-06 22:20:37
4400047,2016-09-06 22:20:54
4400059,2016-09-06 22:21:15
4400068,2016-09-06 22:21:34
4400079,2016-09-06 22:21:55
4400117,2016-09-06 22:22:48
4400139,2016-09-06 22:23:12
4400147,2016-09-06 22:23:26
4400155,2016-09-06 22:23:41
4400179,2016-09-06 22:24:01
4423493,2016-09-07 11:21:13
4425903,2016-09-07 12:45:16
4427162,2016-09-07 13:13:14
4427431,2016-09-07 13:20:16
4439077,2016-09-07 17:39:16
4440403,2016-09-07 18:07:17
4446556,2016-09-07 19:52:19
4453194,2016-09-07 22:05:19
4476557,2016-09-08 04:03:22
4476742,2016-09-08 04:07:13
4477069,2016-09-08 04:14:13
4477359,2016-09-08 04:21:12
4477676,2016-09-08 04:28:13
4477958,2016-09-08 04:35:14
4478193,2016-09-08 04:42:13
4478420,2016-09-08 04:49:12
4478856,2016-09-08 05:03:13
4479088,2016-09-08 05:10:13
4479328,2016-09-08 05:17:14
4479506,2016-09-08 05:24:12
4479698,2016-09-08 05:31:14
4479857,2016-09-08 05:38:13
4480033,2016-09-08 05:45:13
4480171,2016-09-08 05:52:13
4480320,2016-09-08 05:59:13
4480439,2016-09-08 06:06:13
4480736,2016-09-08 06:20:12
4480858,2016-09-08 06:27:14
4480986,2016-09-08 06:34:14
4481095,2016-09-08 06:41:12
4481188,2016-09-08 06:48:14
4481307,2016-09-08 06:55:14
4481491,2016-09-08 07:09:13
4481570,2016-09-08 07:16:13
4481651,2016-09-08 07:23:12
4481724,2016-09-08 07:30:14
4481828,2016-09-08 07:37:12
4481886,2016-09-08 07:44:13
4481964,2016-09-08 07:51:14
4482025,2016-09-08 07:58:14
4482110,2016-09-08 08:05:13
4482176,2016-09-08 08:12:13
4482329,2016-09-08 08:26:15
4482406,2016-09-08 08:33:13
4482464,2016-09-08 08:40:13
4482713,2016-09-08 08:54:14
4482895,2016-09-08 09:03:14
4483076,2016-09-08 09:15:14
4483186,2016-09-08 09:22:15
4483336,2016-09-08 09:29:14
4483450,2016-09-08 09:36:14
4483543,2016-09-08 09:43:14
4483658,2016-09-08 09:50:14
4483774,2016-09-08 09:57:14
4483885,2016-09-08 10:04:13
4484020,2016-09-08 10:11:14
4484140,2016-09-08 10:18:13
4484284,2016-09-08 10:25:15
4484395,2016-09-08 10:32:13
4484528,2016-09-08 10:39:15
4484681,2016-09-08 10:46:15
4484819,2016-09-08 10:53:14
4484999,2016-09-08 11:00:30
4485336,2016-09-08 11:07:15
4485853,2016-09-08 11:21:14
4486104,2016-09-08 11:28:15
4486373,2016-09-08 11:35:14
4486674,2016-09-08 11:42:15
4487615,2016-09-08 12:03:15
4488520,2016-09-08 12:17:14
4489007,2016-09-08 12:24:15
4489436,2016-09-08 12:31:15
4489937,2016-09-08 12:38:14
4490394,2016-09-08 12:45:16
4490802,2016-09-08 12:52:13
4491290,2016-09-08 12:59:14
4492364,2016-09-08 13:13:14
4492924,2016-09-08 13:20:15
4493500,2016-09-08 13:27:16
4493998,2016-09-08 13:34:16
4494452,2016-09-08 13:41:13
4495029,2016-09-08 13:48:14
4495696,2016-09-08 13:55:14
4496629,2016-09-08 14:03:49
4498082,2016-09-08 14:16:15
4498789,2016-09-08 14:23:16
4500392,2016-09-08 14:37:17
4501169,2016-09-08 14:44:16
4501943,2016-09-08 14:51:15
4502714,2016-09-08 14:58:15
4503463,2016-09-08 15:05:16
4504130,2016-09-08 15:12:15
4504844,2016-09-08 15:19:19
4505505,2016-09-08 15:26:15
4506185,2016-09-08 15:33:16
4506400,2016-09-08 15:35:16
4506438,2016-09-08 15:35:35
4506457,2016-09-08 15:35:48
4506478,2016-09-08 15:36:01
4506538,2016-09-08 15:36:39
4506564,2016-09-08 15:36:53
4506589,2016-09-08 15:37:10
4506650,2016-09-08 15:37:47
4506675,2016-09-08 15:38:08
4506728,2016-09-08 15:38:41
4506883,2016-09-08 15:40:16
4507503,2016-09-08 15:47:16
4508139,2016-09-08 15:54:16
4508985,2016-09-08 16:03:11
4509438,2016-09-08 16:08:16
4510838,2016-09-08 16:22:17
4511454,2016-09-08 16:29:18
4512079,2016-09-08 16:36:17
4512601,2016-09-08 16:43:17
4513210,2016-09-08 16:50:16
4513747,2016-09-08 16:57:16
4514264,2016-09-08 17:04:18
4514781,2016-09-08 17:11:18
4515338,2016-09-08 17:18:17
4515882,2016-09-08 17:25:20
4516513,2016-09-08 17:32:19
4517036,2016-09-08 17:39:16
4517734,2016-09-08 17:46:16
4518266,2016-09-08 17:53:17
4518857,2016-09-08 18:00:26
4519903,2016-09-08 18:14:16
4520383,2016-09-08 18:21:19
4520979,2016-09-08 18:28:17
4521733,2016-09-08 18:35:17
4522722,2016-09-08 18:42:16
4523444,2016-09-08 18:49:17
4524644,2016-09-08 19:03:20
4525219,2016-09-08 19:10:21
4525895,2016-09-08 19:19:46
4526185,2016-09-08 19:24:20
4526739,2016-09-08 19:32:23
4527141,2016-09-08 19:38:21
4527607,2016-09-08 19:45:21
4528074,2016-09-08 19:52:20
4528553,2016-09-08 19:59:19
4529129,2016-09-08 20:06:20
4529595,2016-09-08 20:12:19
4530110,2016-09-08 20:20:19
4531399,2016-09-08 20:41:19
4532214,2016-09-08 20:55:20
4532663,2016-09-08 21:02:19
4533085,2016-09-08 21:09:21
4533498,2016-09-08 21:16:21
4533903,2016-09-08 21:23:20
4534770,2016-09-08 21:37:20
4535185,2016-09-08 21:44:21
4535649,2016-09-08 21:51:20
4536152,2016-09-08 21:58:22
4536546,2016-09-08 22:05:21
4536974,2016-09-08 22:12:20
4537482,2016-09-08 22:19:19
4537972,2016-09-08 22:26:20
4538366,2016-09-08 22:33:20
4538771,2016-09-08 22:40:21
4539211,2016-09-08 22:47:20
4540004,2016-09-08 23:02:23
4540401,2016-09-08 23:08:19
4540801,2016-09-08 23:15:21
4541197,2016-09-08 23:22:19
4541945,2016-09-08 23:36:19
4542238,2016-09-08 23:43:20
4542545,2016-09-08 23:50:19
4542874,2016-09-08 23:57:20
4543204,2016-09-09 00:04:20
4543531,2016-09-09 00:11:19
4543874,2016-09-09 00:18:20
4544157,2016-09-09 00:25:20
4544416,2016-09-09 00:32:20
4544701,2016-09-09 00:39:20
4544982,2016-09-09 00:46:19
4545309,2016-09-09 00:53:20
4545569,2016-09-09 01:00:31
4545871,2016-09-09 01:07:20
4546167,2016-09-09 01:14:20
4546495,2016-09-09 01:21:20
4546818,2016-09-09 01:28:20
4547109,2016-09-09 01:35:21
4547378,2016-09-09 01:42:20
4547634,2016-09-09 01:49:21
4548281,2016-09-09 02:03:19
4548572,2016-09-09 02:10:19
4548922,2016-09-09 02:17:20
4549179,2016-09-09 02:24:20
4549404,2016-09-09 02:31:20
4550117,2016-09-09 02:45:21
4550446,2016-09-09 02:52:21
4550725,2016-09-09 02:59:21
4550974,2016-09-09 03:06:20
4551252,2016-09-09 03:13:20
4551469,2016-09-09 03:20:21
4551752,2016-09-09 03:27:20
4552336,2016-09-09 03:41:23
4552652,2016-09-09 03:48:20
4552916,2016-09-09 03:55:20
4554051,2016-09-09 04:28:13
4555741,2016-09-09 05:38:14
4556002,2016-09-09 05:52:13
4556369,2016-09-09 06:13:15
4556803,2016-09-09 06:41:14
4557091,2016-09-09 07:03:18
4557718,2016-09-09 07:58:13
4557954,2016-09-09 08:26:14
4558029,2016-09-09 08:33:15
4558097,2016-09-09 08:40:14
4558435,2016-09-09 09:04:06
4558569,2016-09-09 09:08:16
4559300,2016-09-09 09:43:17
4559422,2016-09-09 09:50:15
4559534,2016-09-09 09:57:15
4559766,2016-09-09 10:11:16
4560058,2016-09-09 10:25:15
4560680,2016-09-09 10:46:14
4561219,2016-09-09 11:07:14
4561571,2016-09-09 11:21:14
4563057,2016-09-09 12:10:14
4564578,2016-09-09 12:52:15
4564800,2016-09-09 12:59:14
4565025,2016-09-09 13:06:15
4565792,2016-09-09 13:27:14
4566032,2016-09-09 13:34:15
4566567,2016-09-09 13:48:15
4567360,2016-09-09 14:09:16
4568010,2016-09-09 14:23:16
4568972,2016-09-09 14:44:16
4569471,2016-09-09 14:58:15
4569955,2016-09-09 15:12:15
4571044,2016-09-09 15:40:15
4572120,2016-09-09 16:08:15
4572468,2016-09-09 16:15:56
4602637,2016-09-10 05:38:13
4603205,2016-09-10 06:27:14
4603670,2016-09-10 07:02:14
4604033,2016-09-10 07:44:13
4605149,2016-09-10 09:50:14
4605374,2016-09-10 10:18:13
4606248,2016-09-10 11:35:14
4606503,2016-09-10 11:56:15
4607581,2016-09-10 13:06:14
4610580,2016-09-10 15:21:32
4610604,2016-09-10 15:22:14
4610607,2016-09-10 15:22:25
4610608,2016-09-10 15:22:33
4610631,2016-09-10 15:23:23
4610647,2016-09-10 15:23:38
4610655,2016-09-10 15:23:46
4610662,2016-09-10 15:23:53
4610670,2016-09-10 15:24:09
4610675,2016-09-10 15:24:22
4610683,2016-09-10 15:24:33
4610717,2016-09-10 15:25:26
4610721,2016-09-10 15:25:34
4610726,2016-09-10 15:25:41
4610734,2016-09-10 15:25:53
4610749,2016-09-10 15:26:18
4610753,2016-09-10 15:26:33
4610768,2016-09-10 15:26:54
4610780,2016-09-10 15:27:09
4610790,2016-09-10 15:27:22
4610803,2016-09-10 15:27:41
4610814,2016-09-10 15:27:58
4610819,2016-09-10 15:28:13
4610827,2016-09-10 15:28:23
4610834,2016-09-10 15:28:38
4610841,2016-09-10 15:28:58
4610847,2016-09-10 15:29:10
4610858,2016-09-10 15:29:25
4610867,2016-09-10 15:29:45
4610874,2016-09-10 15:29:59
4610891,2016-09-10 15:30:21
4610899,2016-09-10 15:30:33
4610912,2016-09-10 15:31:03
4610914,2016-09-10 15:31:18
4610922,2016-09-10 15:31:30
4610938,2016-09-10 15:31:54
4610943,2016-09-10 15:32:05
4610957,2016-09-10 15:32:21
4611693,2016-09-10 16:02:36
4613404,2016-09-10 17:11:17
4616358,2016-09-10 19:03:13
4617483,2016-09-10 19:45:21
4620621,2016-09-10 21:30:22
4621244,2016-09-10 21:51:18
