snopes,fake,s_pd,f_pd
http://www.snopes.com/military-absentee-ballots-clinton/,http://www.duffelblog.com/2016/11/military-absentee-ballots/,2016-11-14 21:11:46,2016-11-09 00:00:00
http://www.snopes.com/media/notnews/palinmexico.asp,http://dailycurrant.com/2014/11/20/sarah-palin-send-immigrants-back-across-ocean-to-mexico/,2014-11-23 01:22:06,2014-11-20 21:22:10
http://www.snopes.com/hillary-clinton-has-parkinsons-disease/,http://www.infowars.com/top-doctor-concerns-over-hillarys-health-not-a-conspiracy-theory/,2016-09-11 00:10:54,2016-08-22 14:02:50
http://www.snopes.com/flags-banned-at-dnc/,http://www.nowtheendbegins.com/flag-flown-democratic-convention-jihad-flag-palestine/,2016-07-26 15:25:34,2016-07-26 12:38:02
http://www.snopes.com/politics/conspiracy/malaysia.asp,http://nodisinfo.com/mossad-blow-malaysian-airlines-jet/,2014-03-14 04:21:36,2014-03-08 23:12:30
http://www.snopes.com/food/tainted/pringlescancer.asp,http://www.realfarmacy.com/cancer-in-a-can-the-shocking-true-story-of-how-pringles-are-made/,2014-12-19 01:27:44,2013-07-02 16:24:07
http://www.snopes.com/cnn-same-refugee-girl/,http://21stcenturywire.com/2016/10/18/crisis-extras-are-syrias-white-helmets-recycling-their-barrel-bomb-victims/,2016-12-27 06:50:05,2016-10-18 10:33:10
http://www.snopes.com/michael-savage-removed/,http://www.infowars.com/emergency-hillary-globalists-shutting-down-opposition-media/,2016-09-28 17:51:02,2016-09-28 12:27:58
http://www.snopes.com/daughter-fertilizes-eggs-with-fathers-sperm/,http://worldnewsdailyreport.com/denmark-daughter-fertilizes-own-eggs-with-sperm-of-deceased-father/,2016-10-17 06:57:59,2016-10-08 12:09:42
http://www.snopes.com/clinton-secret-earpiece-debate/,http://www.infowars.com/photos-whats-that-under-hillarys-pantsuit-during-last-nights-debate/,2016-09-27 22:32:18,2016-09-27 15:16:59
http://www.snopes.com/clinton-newsweek-cover/,http://www.infowars.com/did-newsweek-already-print-a-special-madam-president-hillary-edition/,2016-11-07 20:23:38,2016-11-07 16:30:42
http://www.snopes.com/mcdonalds-employee-smuggles-mcnuggets/,http://worldnewsdailyreport.com/mcdonalds-employee-accused-of-smuggling-80-lbs-of-mcnuggets-in-his-anal-cavity/,2016-10-04 15:29:23,2016-09-21 18:28:11
http://www.snopes.com/temple-of-baal-in-new-york-city/,http://www.nowtheendbegins.com/new-york-city-will-recreate-the-temple-of-baal-in-times-square-april/,2016-03-29 19:37:02,2016-03-25 14:23:14
http://www.snopes.com/cheez-it-tbhq/,http://www.naturalnews.com/031318_TBHQ_food_preservatives.html,2016-08-26 05:42:38,2011-02-14 00:00:00
http://www.snopes.com/media/notnews/yokohillary.asp,http://worldnewsdailyreport.com/yoko-ono-i-had-an-affair-with-hillary-clinton-in-the-70s/,2015-05-12 00:46:40,2015-05-08 17:35:10
http://www.snopes.com/police-shoot-coal-miner/,http://worldnewsdailyreport.com/kentucky-police-shoot-white-coal-miner-5-times-thinking-he-was-black/,2016-10-13 15:02:22,2016-09-29 16:42:55
http://www.snopes.com/mike-pence-allowing-rape-victims-to-have-abortions-will-lead-to-women-trying-to-get-raped/,http://politicops.com/mike-pence-allowing-rape-victims-abortions-will-lead-women-trying-get-raped/,2016-07-18 15:16:57,2016-07-17 21:58:23
http://www.snopes.com/hillary-clinton-has-parkinsons-disease/,http://www.infowars.com/secret-service-leaks-hillarys-health-to-press/,2016-09-11 00:10:54,2016-08-15 10:21:33
http://www.snopes.com/snowden-pronounced-dead/,http://worldtruth.tv/snowden-prounounced-dead-by-his-girlfriend-in-russia/,2016-08-10 17:05:29,2016-08-09 08:38:38
http://www.snopes.com/politics/satire/absentee.asp,http://www.duffelblog.com/2012/11/military-absentee-ballots-delivered-one-day-late-would-have-swung-election-for-romney/,2012-11-09 15:43:16,2012-11-07 00:00:00
http://www.snopes.com/politics/medical/pepsi.asp,http://beforeitsnews.com/conspiracy-theories/2013/07/comprehensive-list-of-companies-that-uses-aborted-fetal-cells-as-flavor-2452716.html,2016-08-18 22:37:40,2013-07-07 20:22:00
http://www.snopes.com/medical/disease/flushot.asp,http://www.realfarmacy.com/johns-hopkins-scientist-reveals-shocking-report-flu-vaccines/,2014-11-06 06:47:34,2014-09-14 12:42:28
http://www.snopes.com/politics/satire/ryanwaiter.asp,http://dailycurrant.com/2013/04/08/paul-ryan-refuses-tip-elderly-black-waiter/,2013-04-09 20:35:20,2013-04-08 13:14:56
http://www.snopes.com/inboxer/hoaxes/chumlee.asp,http://chronicle.su/2013/05/14/chumlee-of-pawn-stars-fame-dead/,2014-03-14 01:42:20,2013-05-14 12:04:28
http://www.snopes.com/did-donald-trump-appoint-sarah-palin-as-a-science-advisor/,http://worldnewsdailyreport.com/sarah-palin-appointed-as-science-and-technology-adviser-promises-to-get-rid-of-climate-change-hysteria/,2017-01-02 16:29:44,2016-12-05 18:57:33
http://www.snopes.com/media/notnews/ativan.asp,http://gomerblog.com/2015/03/ativan-diffuser/,2015-03-23 23:50:16,2015-03-22 19:08:22
http://www.snopes.com/nasa-admits-contact-with-alien-species/,http://www.disclose.tv/news/nasa_admits_it_is_in_contact_with_alien_species_and_just_forgot_to_mention_it/135389/,2016-09-19 17:40:02,2016-09-19 09:58:36
http://www.snopes.com/politics/obama/birthers/birthcertificate.asp,http://www.govtslaves.info/obamas-lawyers-officially-admit-birth-certificate-fake/,2014-02-21 12:12:44,2013-09-24 19:57:43
