id,date_captured,tweet_counts
52268,2016-07-27 13:19:15.126199,1
52271,2016-07-27 13:20:59.277155,2
52274,2016-07-27 13:26:03.17489,18
52292,2016-07-27 13:40:35.370409,1
52317,2016-07-27 13:54:40.997508,69
52350,2016-06-29 13:20:54.103219,43
52359,2016-07-27 14:25:36.536861,2
52364,2016-07-27 14:29:02.141993,1
52407,2016-07-27 14:52:58.949029,1
52410,2016-07-27 14:54:05.76374,3
52479,2016-07-27 15:19:01.002964,34
52507,2016-07-27 15:35:08.920245,54
52552,2016-07-27 15:57:03.38845,14
52562,2016-07-27 16:01:20.863811,10
52591,2016-07-27 16:14:12.509831,27
52594,2016-07-27 16:16:12.042032,2
52611,2016-07-27 16:21:43.616234,38
52631,2016-07-27 16:31:22.238677,4
52632,2016-07-27 16:32:35.3469,1
52650,2016-07-27 16:43:37.615361,7
52651,2016-07-27 16:43:39.651676,14
52693,2016-07-27 17:09:04.375845,1
52737,2016-07-27 17:33:49.945147,30
52772,2016-07-27 17:50:27.507296,4
52783,2016-07-27 17:59:20.89878,8
52835,2016-07-27 18:24:08.397712,13
52844,2016-06-29 13:20:54.103219,19
52848,2016-07-27 18:30:45.81923,21
52855,2016-07-27 18:32:33.960634,55
52867,2016-07-27 18:41:40.216568,2
52881,2016-07-27 19:00:22.347021,1
52896,2016-07-27 19:11:09.7969,74
52899,2016-07-27 19:13:10.901968,2
52910,2016-07-27 19:19:27.894547,90
52916,2016-07-27 19:24:03.096977,2
52939,2016-07-27 19:33:21.684128,62
52963,2016-07-27 19:47:09.813116,3
52969,2016-07-27 19:53:00.066086,4
52991,2016-07-27 20:09:25.666593,1
53009,2016-07-27 20:20:19.018405,4
53010,2016-07-27 20:21:07.687551,12
53021,2016-07-27 20:28:39.258259,20
53041,2016-07-27 20:41:09.439735,1
53059,2016-07-27 20:54:33.051156,2
53061,2016-07-27 20:55:49.092074,6
53062,2016-07-27 20:56:27.675732,14
53127,2016-07-27 21:20:22.716704,178
53130,2016-07-27 21:21:50.60876,2
53132,2016-07-27 21:23:07.389,4
53152,2016-07-27 21:36:53.252518,475
53157,2016-07-27 21:40:36.795498,1
53178,2016-07-27 21:48:39.268942,412
53240,2016-07-27 22:25:57.241147,1
53244,2016-07-27 22:29:23.941423,3
53255,2016-07-27 22:33:20.368837,3
53272,2016-07-27 22:47:58.332455,13
53276,2016-07-27 22:50:39.39927,5
53281,2016-07-27 22:54:06.676716,1
53282,2016-07-27 22:53:42.975547,19
53283,2016-07-27 22:55:27.135688,1
53284,2016-07-27 22:55:36.953658,64
53285,2016-07-27 22:56:14.080288,11
53304,2016-07-27 23:07:34.615566,16
53308,2016-06-29 13:20:54.103219,92
53325,2016-07-27 23:23:27.822504,4
53326,2016-07-27 23:24:00.190876,21
53328,2016-07-27 23:24:51.139324,21
53329,2016-07-27 23:25:45.9559,5
53339,2016-07-27 23:28:55.241648,9
53346,2016-07-27 23:30:36.154737,6
53351,2016-07-27 23:31:23.375748,1
53352,2016-07-27 23:31:22.605652,27
53364,2016-07-27 23:38:31.87862,10
53365,2016-07-27 23:39:26.073534,25
53368,2016-07-27 23:41:33.448979,22
53371,2016-07-27 23:42:30.199356,3
53375,2016-07-27 23:43:15.609116,67
53376,2016-07-27 23:44:16.388333,3
53377,2016-07-27 23:44:19.704348,1
53387,2016-07-27 23:49:44.014926,21
53390,2016-07-27 23:50:31.00683,37
53402,2016-06-29 13:20:54.103219,322
53403,2016-07-27 23:59:16.223839,146
53409,2016-07-27 23:59:39.581873,2
53410,2016-07-27 23:58:54.102745,1
53418,2016-06-29 13:20:54.103219,49
53426,2016-07-28 00:12:07.674086,103
53435,2016-07-28 00:17:22.234758,2
53436,2016-07-28 00:19:28.388086,20
53437,2016-06-29 13:20:54.103219,32
53442,2016-07-28 00:22:10.238261,9
53444,2016-07-28 00:23:45.529004,1
53458,2016-07-28 00:31:03.280016,1
53460,2016-07-28 00:32:53.386172,80
53464,2016-07-28 00:36:21.338188,86
53474,2016-07-28 00:41:24.293171,1
53480,2016-07-28 00:50:58.256975,26
53487,2016-07-28 00:52:50.507235,1
53496,2016-07-28 00:56:32.12734,7
53508,2016-07-28 01:08:27.636369,38
53514,2016-07-28 01:13:41.2363,6
53517,2016-07-28 01:14:29.123121,16
53519,2016-07-28 01:14:53.44315,1
53524,2016-07-28 01:18:10.598206,55
53525,2016-07-28 01:18:44.561671,11
53534,2016-07-28 01:25:48.8347,37
53541,2016-07-28 01:30:23.070906,18
53547,2016-07-28 01:34:05.136792,13
53552,2016-07-28 01:36:23.89684,1
53555,2016-07-28 01:36:40.221343,39
53558,2016-07-28 01:43:59.244273,226
53577,2016-07-28 02:00:16.824536,252
53586,2016-07-28 02:07:29.858677,631
53589,2016-07-28 02:08:50.119929,1
53590,2016-07-28 02:09:47.263537,1
53593,2016-07-28 02:11:04.509703,5
53621,2016-07-28 02:30:28.470143,2
53659,2016-06-29 13:20:54.103219,138
53664,2016-07-28 03:03:17.094792,9
53667,2016-06-29 13:20:54.103219,13226
53682,2016-07-28 03:18:41.522586,1
53687,2016-07-28 03:22:51.770892,842
53692,2016-07-28 03:27:01.108694,12
53698,2016-06-29 13:20:54.103219,171
53707,2016-07-28 03:36:51.647529,28
53709,2016-07-28 03:36:12.234341,22
53711,2016-07-28 03:32:06.877105,105
53717,2016-07-28 03:47:13.21309,96
53721,2016-07-28 03:48:47.420339,1
53722,2016-07-28 03:48:57.674085,1
53724,2016-07-28 03:53:40.313646,4
53727,2016-07-28 03:54:03.447727,45
53728,2016-07-28 03:54:23.27405,1
53744,2016-06-29 13:20:54.103219,136
53747,2016-07-28 04:11:26.995432,102
53751,2016-07-28 04:18:09.507232,1
53753,2016-07-28 04:16:52.081577,181
53777,2016-07-28 04:50:05.512673,2
53782,2016-06-29 13:20:54.103219,2243
53788,2016-07-28 05:12:08.836208,340
53789,2016-07-28 05:14:06.18961,107
53795,2016-07-28 05:16:04.457956,36
53801,2016-07-28 05:22:10.221886,1
53821,2016-07-28 05:39:59.939603,850
53829,2016-07-28 05:44:14.628734,75
53830,2016-07-28 05:46:45.004305,1
53858,2016-07-28 06:16:49.735944,6
53895,2016-06-29 13:20:54.103219,57
54019,2016-07-28 10:07:01.92782,10
54053,2016-07-28 10:59:25.514443,1
54175,2016-07-28 12:15:29.526703,5
54213,2016-07-28 12:34:29.133227,3
54250,2016-07-28 12:58:20.120506,1
54311,2016-07-28 13:33:55.594147,12
54323,2016-07-28 13:39:02.833295,1
54331,2016-07-28 13:47:28.148495,2
54332,2016-07-28 13:47:32.476347,1
54343,2016-07-28 13:56:43.237585,1
54350,2016-07-28 13:59:13.603985,12
54361,2016-07-28 14:04:04.381419,1
54382,2016-06-29 13:20:54.103219,78
54386,2016-07-28 14:12:47.114272,2
54399,2016-07-28 14:21:01.329842,1
54403,2016-07-28 14:22:35.512994,1
54406,2016-07-28 14:24:14.471475,3869
54427,2016-07-28 14:33:34.223465,1
54450,2016-07-28 14:38:40.996433,4
54460,2016-07-28 14:44:53.731847,2
54463,2016-07-28 14:46:54.7082,1
54480,2016-07-28 14:52:41.42704,8
54502,2016-06-29 13:20:54.103219,359
54518,2016-07-28 15:09:16.755677,2
54536,2016-07-28 15:18:37.770687,11
54556,2016-07-28 15:25:57.549378,3
54564,2016-07-28 15:31:05.286323,23
54580,2016-06-29 13:20:54.103219,14
54585,2016-07-28 15:41:39.549101,2
54598,2016-07-28 15:49:23.169124,5
54610,2016-07-28 15:55:40.089804,3
54635,2016-07-28 16:01:44.279766,4
54649,2016-06-29 13:20:54.103219,140
54674,2016-07-28 16:16:18.081845,9
54678,2016-06-29 13:20:54.103219,149
54694,2016-07-28 16:27:00.21554,70
54709,2016-07-28 16:35:57.324742,4
54734,2016-07-28 16:45:09.338163,1
54747,2016-07-28 16:54:28.638664,3
54755,2016-07-28 16:57:22.200228,101
54765,2016-07-28 17:01:36.091701,2
54782,2016-07-28 17:08:55.539003,3
54797,2016-07-28 17:16:55.718997,137
54822,2016-07-28 17:30:58.742561,1
54882,2016-07-28 18:01:25.63199,5
54921,2016-07-28 18:20:20.694556,3
54938,2016-07-28 18:30:12.683628,1
54953,2016-07-28 18:36:56.071652,837
54967,2016-07-28 18:41:38.214245,5
55009,2016-07-28 18:57:57.608596,14
55032,2016-07-28 19:09:15.819079,8
55044,2016-07-28 19:15:04.863111,49
55047,2016-07-28 19:16:14.692915,8
55054,2016-07-28 19:19:14.862898,7
55063,2016-06-29 13:20:54.103219,5
55065,2016-06-29 13:20:54.103219,16
55089,2016-07-28 19:35:13.952476,1
55120,2016-07-28 19:47:43.292026,1
55121,2016-07-28 19:50:07.456938,78
55126,2016-06-29 13:20:54.103219,91
55128,2016-06-29 13:20:54.103219,118
55167,2016-07-28 20:13:09.298786,6
55180,2016-07-28 20:22:16.99851,74
55229,2016-07-28 20:39:40.757323,2
55247,2016-07-28 20:45:58.164803,14
55273,2016-07-28 20:59:09.41575,48
55274,2016-07-28 21:00:11.130937,3
55275,2016-07-28 21:00:10.004853,24
55376,2016-06-29 13:20:54.103219,59
55377,2016-07-28 21:50:11.594366,4
55414,2016-07-28 22:12:49.903617,3
55429,2016-07-28 22:22:24.57562,71
55431,2016-07-28 22:24:50.651006,1
55438,2016-07-28 22:34:35.890722,1
55441,2016-07-28 22:36:37.702271,111
55462,2016-07-28 22:52:07.825652,199
55479,2016-07-28 23:04:12.053843,82
55484,2016-07-28 23:08:17.107432,2
55527,2016-07-28 23:39:14.758618,1
55540,2016-07-28 23:42:57.598861,2
55542,2016-07-28 23:47:08.895727,339
55566,2016-07-28 23:58:05.012315,3
55579,2016-07-29 00:06:20.743501,7
55588,2016-06-29 13:20:54.103219,76
55590,2016-07-29 00:22:20.388144,12
55591,2016-07-29 00:21:08.628992,8245
55594,2016-07-29 00:24:51.168623,53
55600,2016-07-29 00:28:15.814802,46
55612,2016-07-29 00:35:03.228425,11
55618,2016-07-29 00:37:53.904826,48
55625,2016-06-29 13:20:54.103219,805
55633,2016-07-29 00:50:41.86624,1
55655,2016-07-29 01:04:33.717368,4
55668,2016-07-29 01:10:44.491779,109
55670,2016-07-29 01:12:09.496369,44
55681,2016-07-29 01:17:58.721902,3
55685,2016-07-29 01:18:35.384952,16
55720,2016-07-29 01:47:04.602703,5
55740,2016-07-29 02:04:37.796783,6
55744,2016-06-29 13:20:54.103219,100
55749,2016-07-29 02:07:10.730781,29
55762,2016-07-29 02:19:31.006663,5
55772,2016-07-29 02:27:35.273115,1
55781,2016-07-29 02:36:42.710817,1
55790,2016-06-29 13:20:54.103219,112
55792,2016-07-29 02:53:11.764534,22
55796,2016-07-29 02:55:23.288378,63
55798,2016-06-29 13:20:54.103219,30
55799,2016-07-29 03:05:08.845021,45
55800,2016-07-29 02:59:58.385468,4
55826,2016-07-29 03:27:36.985016,1
55830,2016-07-29 03:34:03.163689,1
55835,2016-07-29 03:35:03.914601,4
55850,2016-07-29 03:48:35.392499,4
55864,2016-07-29 04:02:21.541272,195
55875,2016-07-29 04:10:55.091164,114
55879,2016-07-29 04:12:20.048755,186
55882,2016-07-29 04:16:16.231172,54
55896,2016-07-29 04:25:29.922711,6
55900,2016-07-29 04:31:10.53711,402
55917,2016-07-29 04:52:13.626214,979
55929,2016-07-29 04:57:13.633754,78
55937,2016-07-29 05:02:28.326324,27
55949,2016-07-29 05:11:56.137353,238
55961,2016-07-29 05:21:04.635583,106
55966,2016-07-29 05:26:13.153095,87
55968,2016-07-29 05:31:14.493379,1
55980,2016-07-29 05:47:39.184307,1
55988,2016-07-29 05:53:45.625174,5
56006,2016-07-29 06:08:02.384356,1
56011,2016-07-29 06:11:47.17191,270
56032,2016-07-29 06:38:50.665899,1
56081,2016-07-29 08:00:02.963297,17
56096,2016-07-29 08:15:34.936517,5
56137,2016-07-29 08:48:11.660999,37
56227,2016-07-29 10:45:10.477323,44
56266,2016-07-29 11:15:55.044949,11
56269,2016-07-29 11:17:34.587873,11
56276,2016-07-29 11:28:38.212196,2
56297,2016-07-29 11:48:07.679984,9
56306,2016-07-29 11:56:45.790156,1
56325,2016-07-29 12:10:16.601917,1
56405,2016-06-29 13:20:54.103219,175
56415,2016-07-29 13:17:44.741841,1
56457,2016-07-29 13:46:26.192272,26
56494,2016-07-29 14:05:09.325479,2
